0.004597509,0.022151634,0.015297166,0.014126891,0.015882304,0.019225947,0.014962802,0.004513918,0.005266238,0.004095963,0.021315723,0.049569506,0.019727493,0.0046811,0.019309538,0.025244504,0.020814177,0.0187244,0.0374488,0.032349745,0.040959626,0.035609797,0.032934883,0.033352838,0.022820363,0.009027836,0.004430327,0.014628438,0.010699657,0.012789434,0.016968988,0.019643902,0.009780155,0.015464348,0.025411686,0.016049486,0.037365209,0.017470534,0.02106495,0.006938059,0.006938059,0.009445791,0.006102148,0.02022904,0.023489091,0.009111427,0.0234055,0.011451977,0.019309538,0.016718214,0.009947338,0.004430327,0.008860654,0.003009279,0.003427234,0.009696564,0.00392878,0.009863747,0.009111427,0.005517011,0.00234055,0.002006186,0.005934966,0.003009279,0.148934392,0.170664438,0.323694108,0.356707062
0.00690577,0.012029405,0.01447984,0.012697706,0.020049009,0.009133437,0.007351303,0.006237469,0.005791936,0.004009802,0.021162843,0.066384495,0.029405213,0.010024504,0.024727111,0.047449321,0.038315883,0.016261974,0.026732012,0.018266875,0.035197149,0.042548452,0.039875251,0.025840945,0.024949877,0.010470038,0.005569169,0.014257073,0.006237469,0.01514814,0.011583872,0.018712408,0.012474939,0.016261974,0.018712408,0.01514814,0.040098017,0.014257073,0.02205391,0.008019603,0.010470038,0.00824237,0.007351303,0.01514814,0.011583872,0.005569169,0.007796837,0.00690577,0.021162843,0.010024504,0.009801738,0.007128536,0.013143239,0.001113834,0.005123636,0.011138338,0.005346402,0.015593673,0.009356204,0.00757407,0.003787035,0.003118735,0.006237469,0.002450434,0.17590737,0.156980628,0.268314407,0.398797595
0.017635798,0.015178462,0.021355744,0.013793665,0.01831462,0.017622222,0.013114843,0.017527187,0.017540763,0.01774441,0.022034566,0.009408474,0.016970553,0.017065588,0.021600119,0.021654425,0.014947663,0.020269628,0.009720733,0.006598151,0.004249426,0.006367351,0.006340198,0.003665639,0.020527581,0.014105923,0.012789009,0.017038435,0.018572573,0.021925954,0.013006232,0.010942612,0.021993836,0.010548896,0.017527187,0.023405786,0.009856497,0.00625874,0.015599332,0.013101267,0.017404999,0.019808029,0.014486064,0.011825081,0.018056668,0.017540763,0.017432152,0.020459698,0.02033751,0.006095823,0.018572573,0.019183513,0.018328197,0.018531844,0.018844102,0.02377235,0.017282811,0.01915636,0.016617565,0.011852234,0.012327409,0.011852234,0.018138127,0.014173806,0.274915489,0.267597985,0.221276422,0.236210103
0.018015402,0.015222531,0.021319839,0.013784617,0.018444011,0.017697402,0.012982704,0.017572967,0.017725054,0.017655924,0.022329144,0.008876353,0.016978445,0.016895489,0.02138897,0.021306013,0.014863053,0.019964882,0.009470875,0.006429134,0.004120176,0.006429134,0.005931395,0.003428872,0.020683839,0.0138814,0.012844443,0.016978445,0.019107664,0.021748448,0.013203921,0.010784354,0.022564188,0.010715224,0.01742088,0.023269319,0.009401745,0.005862264,0.015761749,0.012982704,0.017490011,0.019840447,0.014503574,0.011973399,0.018499316,0.01766975,0.017407054,0.021070969,0.020379665,0.00573783,0.018291924,0.01912149,0.01830575,0.01862375,0.019204446,0.024154189,0.017241141,0.019245925,0.01685401,0.01186279,0.01218079,0.011848964,0.01823662,0.014213226,0.275850627,0.268274136,0.221059326,0.234815911
0.008848826,0.020426728,0.020881575,0.015588819,0.019351637,0.014844525,0.012280847,0.006739993,0.0059957,0.006202448,0.024892491,0.037628184,0.020757526,0.012074099,0.016953358,0.020716176,0.017408204,0.015175323,0.025347337,0.031880582,0.029440953,0.029275554,0.031012239,0.028448561,0.024685743,0.017160106,0.012032749,0.016209064,0.009717168,0.011991399,0.016829309,0.020344029,0.011577903,0.017036057,0.021129673,0.015009924,0.02861396,0.018317896,0.022204763,0.012570294,0.008890175,0.010833609,0.011660602,0.017780351,0.017945749,0.009965266,0.017160106,0.009014224,0.012735693,0.018896791,0.017201456,0.00835263,0.008104532,0.005582203,0.006657294,0.009220973,0.009593119,0.010957658,0.009386371,0.00715349,0.004176315,0.005168707,0.008972875,0.006988091,0.172248408,0.204705201,0.295873646,0.327172745
0.004577524,0.020829834,0.023895515,0.024189484,0.025995296,0.023433563,0.018142113,0.00663531,0.004157568,0.004661515,0.023013607,0.03057282,0.019024022,0.005921384,0.018898035,0.019527969,0.018100118,0.018772048,0.036494205,0.04317151,0.035990257,0.025239375,0.021711742,0.031958676,0.024693432,0.012514698,0.006089367,0.012892659,0.00797917,0.006005375,0.020451873,0.018898035,0.008021166,0.018226104,0.017680161,0.012514698,0.030740803,0.017890139,0.023979506,0.012682681,0.009029061,0.009826978,0.010078952,0.020367882,0.02221569,0.010372921,0.017680161,0.009365026,0.016546279,0.018058122,0.011590795,0.005081472,0.007223249,0.003989585,0.004157568,0.010540904,0.004535528,0.006341341,0.009533009,0.010792878,0.004157568,0.003863598,0.010624895,0.007601209,0.16792643,0.17771059,0.339212228,0.315066767
0.005415249,0.019408636,0.017491733,0.02079839,0.015478986,0.015526909,0.019935784,0.011261801,0.003354579,0.003833805,0.026836632,0.036421143,0.020223319,0.006948771,0.017443811,0.019312791,0.026069871,0.017491733,0.02137346,0.028370154,0.02324244,0.029520295,0.033402022,0.024680117,0.026501174,0.013418316,0.007427996,0.013034936,0.01087842,0.014520535,0.023865433,0.020223319,0.023386208,0.020271242,0.019792016,0.011884794,0.024105046,0.019408636,0.034791776,0.014664302,0.014328845,0.01068673,0.007523841,0.018977333,0.02118177,0.011309723,0.015526909,0.017252121,0.012076484,0.016916663,0.011549336,0.005750707,0.007907222,0.003594192,0.00431303,0.010063737,0.005031869,0.011884794,0.009296976,0.006948771,0.00244405,0.002827431,0.00618201,0.004408875,0.167042024,0.202357564,0.290095357,0.340505055
0.010917099,0.016957684,0.021739814,0.017114991,0.018939751,0.023249961,0.022683656,0.012553091,0.008463112,0.006984427,0.015825075,0.026207331,0.016705993,0.009753028,0.025798333,0.023501652,0.02186566,0.023281422,0.036872739,0.032656914,0.027748938,0.033002989,0.030171465,0.026144408,0.014566619,0.007991191,0.004121441,0.011231713,0.013245241,0.012962089,0.01982067,0.023312883,0.010193487,0.020135284,0.021928583,0.013025012,0.034198521,0.01343401,0.012269939,0.008620418,0.012490168,0.009249646,0.0077395,0.026301715,0.023879188,0.01503854,0.013968853,0.012616014,0.015479,0.017838603,0.007770961,0.004876514,0.014661004,0.003460752,0.005159667,0.011011483,0.002862986,0.006732736,0.007645116,0.009406953,0.005600126,0.004687746,0.007802423,0.003523675,0.182527448,0.17403341,0.33334382,0.310095322
0.011537527,0.017415594,0.026305562,0.0201846,0.022054894,0.017294146,0.015933932,0.007869808,0.007724071,0.007821229,0.021156182,0.036142822,0.019455915,0.011537527,0.019261598,0.017925674,0.016273986,0.018994413,0.035511295,0.046490163,0.031382074,0.03835317,0.038061695,0.031406364,0.017318436,0.01088171,0.007505465,0.010614525,0.008549915,0.009812971,0.015812485,0.018411465,0.00828273,0.020888997,0.015666748,0.007529755,0.033713869,0.016468302,0.015423852,0.009545786,0.007966966,0.012509109,0.012703425,0.014865193,0.016273986,0.00774836,0.013529269,0.007578334,0.015350984,0.014306534,0.012679135,0.003934904,0.00935147,0.00879281,0.004226378,0.009205732,0.008841389,0.009497207,0.00779694,0.011610396,0.00364343,0.003789167,0.01396648,0.00723828,0.179903818,0.166545225,0.335519285,0.318007384
0.016694463,0.008692576,0.01125318,0.008406193,0.010697259,0.011202641,0.007850272,0.017115615,0.02611142,0.029986018,0.01125318,0.004464211,0.00961911,0.019137144,0.012853557,0.015599468,0.008170348,0.011657486,0.004801132,0.006805815,0.001735146,0.002931217,0.001920453,0.001196071,0.013763245,0.0152457,0.01829484,0.016660771,0.023651893,0.023601354,0.007530197,0.007395428,0.019170836,0.004228365,0.012466097,0.023584508,0.004666363,0.001701454,0.009113728,0.017098769,0.020063678,0.018715992,0.015094085,0.007547043,0.012634558,0.018699146,0.017418844,0.025353346,0.017486228,0.005357053,0.014100167,0.03963882,0.01649231,0.034231229,0.037431984,0.01829484,0.031569549,0.019844679,0.023331817,0.01297148,0.044204107,0.042974343,0.011455333,0.016761847,0.324124455,0.33059313,0.170779779,0.174502636
